"customer_id","customer_type","last_purch","dollars","beverage1","beverage2","beverage3","beverage4","beverage5","beverage6","buyer"
77,"restaurant",27,6492,1,4,0,3,1,0,0
78,"restaurant",33,5849,2,1,1,0,3,1,0
79,"bar",29,7968,1,1,2,4,1,2,0
80,"restaurant",33,4361,2,1,1,1,1,0,0
81,"restaurant",35,6429,0,3,1,3,1,1,0
82,"bar",33,7783,1,3,1,4,1,1,0
83,"bar",33,6515,1,2,2,3,1,0,0
84,"restaurant",29,5699,0,0,1,4,3,0,0
85,"bar",31,5833,1,0,0,5,1,1,0
86,"bar",23,7216,0,4,2,2,1,1,0
87,"bar",29,6391,1,4,2,1,1,0,0
88,"bar",31,5036,0,4,2,1,0,0,0
89,"bar",33,8407,2,0,2,3,3,2,0
90,"bar",31,5764,2,3,2,1,0,0,0
91,"bar",35,8557,2,0,3,3,1,3,0
92,"bar",25,7721,3,3,1,3,1,0,0
93,"restaurant",19,8413,3,3,1,2,1,2,0
94,"restaurant",33,4298,1,1,0,2,1,1,0
95,"restaurant",23,5798,1,2,1,2,2,0,0
96,"bar",27,7210,0,1,2,3,1,3,0
97,"bar",27,5071,2,1,2,0,2,0,0
98,"bar",25,4363,0,0,1,3,0,2,0
99,"bar",35,5117,1,1,2,1,0,2,0
100,"restaurant",27,4291,1,1,0,3,1,0,0
101,"bar",29,5062,0,2,2,1,0,2,0
102,"bar",25,6599,1,3,2,2,0,1,0
103,"bar",31,7218,1,1,2,4,0,2,0
104,"bar",33,6360,2,1,2,2,2,0,0
105,"restaurant",23,7243,0,1,2,2,3,2,1
106,"bar",15,6495,2,3,0,1,2,1,1
107,"restaurant",15,7160,3,2,0,1,3,1,1
108,"restaurant",19,7260,0,4,1,1,4,0,1
109,"restaurant",19,5642,0,3,1,1,2,1,1
110,"restaurant",29,4344,0,3,0,3,0,0,0
111,"bar",31,5818,1,0,3,4,0,0,0
112,"bar",31,6520,0,2,1,3,2,1,0
113,"restaurant",33,5076,0,2,1,3,1,0,0
114,"bar",25,5015,0,1,2,4,0,0,0
115,"bar",29,7250,0,3,3,0,2,2,0
116,"bar",25,6392,1,2,3,1,1,1,0
117,"bar",31,5840,1,1,1,4,1,0,0
118,"bar",31,6424,2,0,1,2,3,1,0
119,"restaurant",31,4290,1,1,0,2,1,1,0
120,"bar",33,5774,0,1,2,3,0,2,0
121,"bar",27,7844,1,1,2,4,1,2,0
122,"bar",29,6628,1,2,3,2,1,0,0
123,"bar",27,5833,0,1,1,3,1,2,0
124,"restaurant",33,7055,1,1,0,3,4,1,0
125,"bar",35,4356,1,2,0,1,2,0,0
126,"bar",33,6318,1,3,2,1,2,0,0
127,"restaurant",29,5674,3,2,0,2,0,1,0
128,"restaurant",29,4358,0,0,0,3,3,0,0
129,"restaurant",31,4958,0,2,1,3,0,1,0
130,"restaurant",31,5033,2,1,0,2,2,0,0
131,"bar",27,7195,1,3,0,3,1,2,0
132,"restaurant",33,5800,3,2,1,1,0,1,0
133,"restaurant",23,7884,2,4,1,3,0,1,0
134,"bar",31,5090,3,2,2,0,0,0,0
135,"bar",21,7898,2,4,3,2,0,0,0
136,"bar",27,5728,1,3,2,2,0,0,0
137,"bar",25,3686,0,1,2,0,2,0,0
138,"bar",21,6406,0,4,2,2,0,1,0
139,"bar",27,7692,2,0,1,4,1,3,0
140,"restaurant",27,5117,1,1,0,4,1,0,0
141,"restaurant",15,5800,2,2,1,3,0,0,0
142,"bar",27,7419,3,1,1,2,0,3,0
143,"bar",25,7270,0,2,2,4,1,1,0
144,"bar",31,6394,1,3,2,2,0,1,0
145,"restaurant",33,6423,1,2,1,3,1,1,0
146,"restaurant",21,6527,1,1,4,0,3,0,1
147,"bar",27,7285,0,6,4,0,0,0,1
148,"restaurant",17,7232,1,4,2,1,2,0,1
149,"restaurant",15,8579,1,3,2,3,1,2,1
150,"restaurant",15,7194,0,4,2,0,2,2,1
151,"restaurant",31,5022,0,0,0,3,0,4,0
152,"bar",27,6490,0,1,2,4,1,1,0
153,"restaurant",25,7211,1,0,1,3,3,2,0
154,"bar",15,7200,1,0,4,4,0,1,0
155,"bar",23,5680,0,2,3,1,0,2,0
156,"bar",27,5748,1,2,2,3,0,0,0
157,"restaurant",25,5844,1,2,1,3,0,1,0
158,"restaurant",27,7939,2,2,1,2,1,3,0
159,"bar",13,4873,0,1,3,1,1,1,0
160,"bar",15,6595,2,3,2,0,1,1,0
161,"bar",23,6284,1,0,1,4,2,1,0
162,"restaurant",23,7254,1,2,1,4,1,1,0
163,"restaurant",35,5807,1,1,0,2,2,2,0
164,"bar",33,6556,0,1,3,2,2,1,0
165,"bar",21,6567,1,3,2,2,1,0,0
166,"restaurant",15,7306,1,2,1,4,0,2,0
167,"restaurant",25,7140,2,0,1,2,1,4,0
168,"bar",31,7213,1,1,2,4,2,0,0
169,"restaurant",31,5850,2,2,1,0,1,2,0
170,"restaurant",27,6438,0,3,0,5,0,1,0
171,"restaurant",21,7144,0,1,0,7,2,0,0
172,"bar",33,6535,0,1,2,4,2,0,0
173,"bar",31,5858,0,2,2,4,0,0,0
174,"restaurant",33,5027,1,1,1,3,0,1,0
175,"bar",23,8083,0,1,3,2,3,2,0
176,"restaurant",15,5534,0,1,1,6,0,0,0
177,"bar",27,7957,4,2,1,3,1,0,0
178,"restaurant",13,5916,0,3,1,1,2,1,0
179,"bar",23,7361,3,2,2,1,0,2,0
180,"bar",15,8015,0,3,2,4,1,1,0
181,"restaurant",21,5637,1,1,1,4,1,0,0
182,"bar",31,5676,1,3,0,1,2,1,0
183,"bar",25,5752,1,1,2,2,1,1,0
184,"bar",27,7216,3,0,2,3,1,1,0
185,"bar",35,5708,1,2,2,1,1,1,0
186,"bar",33,3495,0,2,2,1,0,0,0
187,"restaurant",31,5061,1,1,0,2,0,3,0
188,"bar",21,6468,1,1,2,3,1,1,0
189,"bar",15,5700,1,1,2,3,1,0,0
190,"restaurant",15,8505,2,0,1,3,3,3,0
191,"bar",27,6470,1,2,3,0,2,1,0
192,"bar",13,6462,0,1,3,2,3,0,1
193,"restaurant",13,7350,3,2,0,3,2,0,1
194,"restaurant",23,5813,0,2,1,2,2,1,1
195,"restaurant",13,7389,2,2,0,3,0,3,0
196,"restaurant",27,6317,1,2,1,4,1,0,0
197,"restaurant",33,5117,1,2,0,3,0,1,0
198,"bar",29,7188,1,2,1,5,0,1,0
199,"bar",23,5012,0,0,2,1,3,1,0
200,"bar",27,4287,1,1,1,1,0,2,0
201,"bar",33,6456,1,1,3,3,1,0,0
202,"bar",19,4982,1,3,0,2,0,1,0
203,"bar",15,8656,0,3,3,2,1,3,0
204,"restaurant",33,5832,1,1,1,3,1,1,0
205,"bar",19,6458,1,2,3,2,0,1,0
206,"bar",31,5169,0,1,2,1,1,2,0
207,"restaurant",27,6515,1,3,0,2,2,1,0
208,"bar",15,4273,0,2,2,2,0,0,0
209,"restaurant",25,5804,3,1,0,4,0,0,0
210,"restaurant",13,6577,5,1,1,1,0,1,0
211,"bar",15,5137,0,2,2,2,1,0,0
212,"bar",29,5662,0,0,2,2,3,1,0
213,"restaurant",29,5068,4,0,1,2,0,0,0
214,"bar",35,6463,1,2,3,1,2,0,0
215,"restaurant",15,3565,2,2,0,1,0,0,0
216,"bar",31,5674,1,3,3,0,0,1,0
217,"bar",29,6515,0,1,2,3,3,0,0
218,"bar",23,5763,2,2,0,3,1,0,0
219,"bar",19,5691,0,1,1,4,0,2,0
220,"restaurant",31,5669,2,2,1,1,1,1,0
221,"bar",15,6461,0,2,2,4,1,0,0
222,"bar",21,7161,3,2,3,1,1,0,0
223,"bar",11,5750,2,1,3,1,0,1,0
224,"bar",19,5599,0,1,2,3,2,0,0
225,"restaurant",13,6567,3,1,1,1,1,2,0
226,"bar",13,7265,0,1,3,4,0,2,0
227,"bar",11,7688,1,0,2,5,2,1,0
228,"restaurant",15,6410,1,4,1,1,1,1,0
229,"bar",21,7181,3,2,2,2,1,0,0
230,"bar",13,6399,0,2,2,4,1,0,0
231,"restaurant",25,6580,2,0,0,6,0,1,0
232,"bar",15,7202,1,4,1,3,0,1,0
233,"bar",27,6386,4,0,0,4,0,1,0
234,"bar",13,7172,2,1,3,1,0,3,0
235,"restaurant",25,7059,3,2,1,3,1,0,0
236,"bar",13,5823,1,1,1,3,1,1,0
237,"bar",29,6502,2,1,4,1,1,0,0
238,"restaurant",33,6490,0,5,1,1,2,0,0
239,"bar",35,6346,1,1,1,5,1,0,0
240,"bar",31,6424,2,1,2,3,1,0,0
241,"bar",33,5713,2,1,1,0,3,1,0
242,"restaurant",25,6461,2,4,1,2,0,0,0
243,"restaurant",23,7313,2,3,1,3,0,1,0
244,"bar",21,4298,0,1,3,0,0,2,0
245,"restaurant",29,5072,2,1,1,2,0,1,0
246,"restaurant",13,7140,1,0,0,3,5,1,0
247,"restaurant",15,5797,0,1,1,4,1,1,0
248,"bar",27,4334,0,1,2,1,1,1,0
249,"bar",11,6477,1,2,1,2,2,1,0
250,"restaurant",31,5760,1,2,1,3,0,1,0
251,"bar",25,5887,2,2,2,1,1,0,0
252,"bar",27,5015,0,2,1,2,2,0,0
253,"restaurant",31,4281,0,1,1,3,0,1,0
254,"bar",15,6484,1,2,2,2,2,0,0
255,"restaurant",27,6474,1,2,3,1,2,0,1
256,"restaurant",17,4827,1,0,1,3,1,1,1
257,"restaurant",21,7215,0,5,0,5,0,0,1
258,"restaurant",11,5773,0,3,1,1,2,1,1
259,"bar",11,7331,1,2,2,1,2,2,1
260,"bar",11,7901,1,1,2,3,3,1,1
261,"restaurant",11,4345,1,1,0,2,2,0,1
262,"bar",11,6528,2,0,3,1,1,2,0
263,"bar",35,7916,1,0,2,4,4,0,0
264,"bar",21,5050,2,0,0,3,1,1,0
265,"bar",29,6400,0,1,1,1,5,1,0
266,"bar",11,4233,1,1,2,1,1,0,0
267,"bar",29,5055,0,0,1,2,2,2,0
268,"restaurant",35,4277,1,3,0,1,0,1,0
269,"restaurant",13,6533,1,3,1,1,0,3,0
270,"restaurant",33,4884,0,2,1,2,0,2,0
271,"restaurant",27,6345,1,1,1,2,3,1,0
272,"restaurant",25,6628,1,2,1,4,1,0,0
273,"restaurant",31,4308,1,0,1,0,4,0,0
274,"restaurant",29,4845,1,1,2,1,1,1,0
275,"restaurant",15,5738,1,2,1,1,2,1,0
276,"restaurant",33,5807,1,4,0,2,0,1,0
277,"restaurant",31,4364,1,2,0,1,1,1,0
278,"restaurant",13,8069,0,2,1,2,4,2,0
279,"bar",21,5668,1,2,0,1,3,1,0
280,"bar",13,7838,1,2,6,1,1,0,0
281,"bar",15,7944,2,1,1,6,1,0,0
282,"restaurant",13,5743,1,1,0,3,1,2,0
283,"bar",11,6548,0,1,1,4,2,1,0
284,"restaurant",13,5791,0,2,1,4,1,0,0
285,"bar",27,7224,1,0,4,2,2,1,0
286,"restaurant",27,7184,1,0,1,5,1,2,0
287,"restaurant",17,4916,2,2,0,2,1,0,0
288,"restaurant",35,2842,1,1,0,1,0,1,0
289,"bar",25,4387,1,1,0,0,1,3,0
290,"restaurant",35,4977,1,1,1,0,3,1,0
291,"restaurant",13,5709,1,0,1,2,3,1,0
292,"bar",25,6364,1,1,2,2,2,1,0
293,"restaurant",31,5901,0,2,0,5,1,0,0
294,"restaurant",25,5122,1,0,1,3,0,2,0
295,"bar",35,6526,1,1,3,2,1,1,0
296,"bar",15,5818,0,0,3,3,1,1,0
297,"restaurant",31,5899,2,0,1,0,2,3,0
298,"restaurant",9,6476,1,1,1,3,1,2,0
299,"restaurant",33,5821,1,0,1,3,2,1,0
300,"restaurant",15,7040,0,4,1,3,1,1,0
301,"bar",13,6442,1,1,1,2,2,2,0
302,"bar",35,2828,3,0,1,0,0,0,0
303,"restaurant",31,6438,2,1,0,5,0,1,0
304,"bar",29,4452,2,0,2,1,1,0,0
305,"bar",21,5830,0,2,4,1,0,1,0
306,"bar",33,6577,1,4,2,1,0,1,0
307,"bar",15,6384,0,2,3,3,0,1,0
308,"bar",31,4999,0,3,1,2,0,1,0
309,"bar",11,7754,1,1,3,5,1,0,0
310,"bar",17,5941,1,2,2,1,1,1,0
311,"restaurant",9,6611,2,4,1,1,1,0,0
312,"bar",13,7977,2,2,3,0,2,2,0
313,"bar",15,6521,1,1,3,3,0,1,0
314,"restaurant",25,8035,2,1,1,3,1,3,0
315,"bar",13,5835,0,1,1,4,1,1,0
316,"bar",15,7790,4,1,3,1,1,1,0
317,"bar",17,3578,0,0,2,1,0,2,0
318,"bar",15,5840,0,3,0,3,2,0,0
319,"bar",29,5077,0,3,1,2,0,1,0
320,"restaurant",25,4953,0,3,0,4,0,0,0
321,"restaurant",33,3628,1,0,1,1,1,1,0
322,"restaurant",13,8081,0,0,1,4,3,3,0
323,"restaurant",21,5796,3,0,0,1,0,4,0
324,"bar",33,6599,1,2,1,4,0,1,0
325,"restaurant",29,6468,0,1,1,2,2,3,0
326,"bar",15,8011,0,5,2,2,0,2,1
327,"restaurant",15,6940,1,1,0,3,2,3,1
328,"restaurant",9,7758,1,2,2,3,0,3,1
329,"restaurant",27,6455,1,3,1,1,2,1,1
330,"restaurant",29,5117,0,0,1,3,2,1,1
331,"restaurant",13,5037,0,5,0,0,1,1,1
332,"restaurant",23,6404,0,3,1,2,2,1,1
333,"restaurant",15,6364,2,1,1,2,3,0,0
334,"restaurant",15,7194,3,0,0,4,2,1,0
335,"bar",23,5919,1,3,0,1,1,2,0
336,"bar",33,6561,1,1,2,4,1,0,0
337,"restaurant",13,5080,0,2,0,3,1,1,0
338,"bar",29,5772,1,0,4,2,1,0,0
339,"bar",27,5838,0,1,3,3,1,0,0
340,"restaurant",11,6480,3,1,1,3,1,0,0
341,"bar",19,6364,2,0,2,3,1,1,0
342,"bar",7,8058,2,1,3,3,1,1,0
343,"restaurant",25,6529,1,4,0,4,0,0,0
344,"bar",29,6498,1,0,2,3,1,2,0
345,"bar",9,7936,2,1,2,2,2,2,0
346,"bar",17,6511,0,1,3,1,2,2,0
347,"bar",15,6583,0,3,2,2,1,1,0
348,"bar",13,4295,1,0,2,1,1,1,0
349,"bar",33,7114,3,2,1,3,1,0,0
350,"bar",15,6377,3,1,0,4,1,0,0
351,"restaurant",15,4310,0,3,1,2,0,0,0
352,"restaurant",33,5206,2,1,1,2,0,1,0
353,"bar",19,5833,0,1,1,4,0,2,0
354,"restaurant",9,6310,2,3,1,1,2,0,0
355,"bar",19,6419,1,0,2,4,2,0,0
356,"bar",19,5026,1,2,2,1,1,0,0
357,"restaurant",17,8195,0,3,0,8,0,0,0
358,"restaurant",29,3663,0,0,1,3,0,1,0
359,"bar",9,6585,1,2,1,4,0,1,0
360,"restaurant",15,6340,3,2,0,0,2,2,0
361,"restaurant",27,5652,0,3,1,1,2,1,0
362,"bar",11,6361,0,3,4,2,0,0,0
363,"bar",19,7362,0,1,0,5,3,1,0
364,"bar",27,5871,1,1,0,0,2,4,0
365,"restaurant",31,4922,1,2,1,2,1,0,0
366,"restaurant",19,5791,2,4,1,1,0,0,0
367,"restaurant",9,7315,3,2,1,2,2,0,0
368,"bar",17,5818,2,3,1,1,1,0,0
369,"bar",15,5682,1,3,2,0,0,2,0
370,"restaurant",11,6512,2,0,1,2,2,2,0
371,"bar",15,5767,1,2,3,1,0,1,0
372,"bar",15,7269,2,2,2,3,0,1,0
373,"restaurant",9,7150,2,0,1,5,1,1,0
374,"restaurant",33,4878,1,1,3,1,0,1,0
375,"restaurant",29,6508,0,2,1,3,1,2,0
376,"bar",31,4331,2,0,2,1,0,1,0
377,"restaurant",9,6399,2,2,0,3,0,2,0
378,"bar",25,6455,1,1,1,4,1,1,0
379,"bar",31,6404,2,1,0,5,0,1,0
380,"restaurant",33,6496,2,2,0,2,3,0,0
381,"restaurant",27,4238,1,3,0,2,0,0,0
382,"restaurant",17,8122,1,2,1,5,1,1,0
383,"restaurant",13,7147,5,1,1,3,0,0,0
384,"bar",11,7017,1,3,2,3,1,0,0
385,"bar",15,5931,1,1,2,2,1,1,0
386,"bar",13,5747,2,1,3,1,1,0,0
387,"restaurant",29,5093,0,0,1,2,3,1,0
388,"bar",13,7163,1,5,2,1,0,1,0
389,"bar",9,6663,1,2,3,2,1,0,0
390,"restaurant",29,4971,1,2,1,1,2,0,0
391,"bar",15,5869,0,3,2,3,0,0,0
392,"bar",9,5760,1,1,2,2,2,0,0
393,"restaurant",27,4292,0,2,0,3,0,1,0
394,"bar",31,6571,0,2,2,3,2,0,0
395,"bar",23,4300,3,1,0,2,0,0,0
396,"restaurant",13,5033,1,1,1,2,1,1,0
397,"restaurant",29,5704,2,0,1,2,3,0,0
398,"restaurant",29,4243,3,0,0,1,1,1,0
399,"bar",23,5759,0,2,2,2,1,1,0
400,"bar",33,5918,1,1,2,3,0,1,0
401,"restaurant",15,6495,2,1,1,3,1,1,0
402,"bar",11,7180,0,1,3,4,1,1,0
403,"restaurant",33,5008,2,2,0,1,1,1,0
404,"restaurant",21,7214,3,3,1,1,1,1,0
405,"bar",15,5858,1,1,2,2,1,1,0
406,"bar",33,5888,0,3,1,3,1,0,0
407,"bar",9,3601,0,1,2,2,0,0,0
408,"restaurant",19,3657,1,0,0,2,1,1,0
409,"bar",15,3583,1,0,0,2,0,2,0
410,"restaurant",19,4992,1,2,0,3,0,1,0
411,"restaurant",21,3706,0,0,0,3,1,1,0
412,"bar",21,6384,1,2,1,4,0,1,0
413,"bar",15,5088,1,0,3,1,2,0,0
414,"restaurant",17,5733,0,3,1,4,0,0,0
415,"bar",21,4378,0,0,2,1,2,1,0
416,"bar",27,5866,0,1,0,3,2,2,0
417,"bar",33,5068,0,1,2,2,0,2,0
418,"restaurant",13,6447,2,1,1,4,1,0,0
419,"bar",35,6505,1,0,2,4,1,1,0
420,"bar",15,6453,1,1,4,0,3,0,0
421,"bar",11,7305,2,2,3,3,0,0,0
422,"restaurant",33,5747,2,0,0,3,3,0,0
423,"bar",27,4942,0,0,1,4,0,2,0
424,"restaurant",15,5725,0,0,1,3,2,2,0
425,"restaurant",33,2856,1,2,0,1,0,0,0
426,"bar",27,5802,0,1,4,0,3,0,0
427,"bar",13,5784,1,1,2,1,1,2,0
428,"bar",11,6477,1,1,2,2,2,1,0
429,"restaurant",31,1421,1,0,0,0,1,0,0
430,"restaurant",15,7149,2,3,0,4,0,1,0
431,"restaurant",13,6493,1,1,1,3,2,1,0
432,"restaurant",21,5021,2,2,1,1,1,0,0
433,"restaurant",29,5704,1,6,0,0,0,1,0
434,"bar",33,5100,0,0,1,3,2,1,0
435,"restaurant",5,8776,1,1,3,3,3,1,1
436,"bar",13,6399,1,1,2,3,1,1,1
437,"bar",33,5847,0,4,0,2,0,2,1
438,"restaurant",13,4904,1,1,1,1,2,1,1
439,"restaurant",11,6477,1,2,0,4,1,1,1
440,"bar",15,6537,0,4,0,4,0,1,1
441,"restaurant",15,7946,0,6,2,2,1,0,1
442,"restaurant",5,6402,1,4,0,2,1,1,1
443,"bar",11,7868,1,0,1,2,5,2,1
444,"bar",13,6450,1,2,1,2,2,1,1
445,"restaurant",29,4396,1,2,0,0,1,2,1
446,"bar",11,7693,1,1,3,4,1,1,1
447,"restaurant",11,7149,1,2,1,3,2,1,1
448,"bar",29,7227,0,3,1,2,2,2,1
449,"restaurant",11,5796,0,2,0,3,3,0,1
450,"restaurant",11,6417,1,2,0,3,3,0,1
451,"bar",9,7285,3,1,1,1,3,1,1
452,"restaurant",9,6525,1,2,2,1,3,0,1
453,"restaurant",21,6413,1,1,0,1,4,2,1
454,"restaurant",9,5742,1,1,0,0,6,0,1
455,"restaurant",27,5933,0,3,1,2,2,0,1
456,"bar",21,5042,0,2,3,1,0,1,0
457,"bar",7,6546,1,2,2,2,1,1,0
458,"bar",13,7925,2,3,1,2,3,0,0
459,"bar",17,5704,0,2,4,0,2,0,0
460,"bar",33,5699,3,1,1,2,0,1,0
461,"restaurant",23,5751,1,1,0,5,0,1,0
462,"restaurant",13,6514,0,2,0,5,2,0,0
463,"bar",15,7251,2,4,2,1,1,0,0
464,"restaurant",9,5765,2,2,1,1,1,1,0
465,"bar",19,4898,0,1,2,2,2,0,0
466,"restaurant",31,6514,1,1,1,2,2,2,0
467,"bar",7,8203,1,3,2,2,2,1,0
468,"bar",13,5796,0,0,2,3,2,1,0
469,"bar",15,4309,3,1,0,2,0,0,0
470,"restaurant",35,5098,1,1,1,1,1,2,0
471,"restaurant",33,7108,0,2,1,2,2,3,0
472,"restaurant",25,4952,1,0,1,3,2,0,0
473,"bar",11,5782,1,2,1,3,1,0,0
474,"bar",17,5617,0,1,2,0,3,2,0
475,"restaurant",13,7082,3,1,1,2,2,1,0
476,"bar",17,8095,0,5,2,3,1,0,0
477,"bar",15,6339,0,2,2,3,1,1,0
478,"restaurant",21,6561,3,1,1,3,1,0,0
479,"bar",11,6509,1,4,2,1,1,0,0
480,"bar",31,4974,0,1,2,3,0,1,0
481,"restaurant",31,4258,0,1,2,2,0,1,0
482,"bar",7,6605,0,1,2,3,2,1,0
483,"bar",9,6366,3,0,2,3,0,1,0
484,"bar",13,5903,0,2,2,3,1,0,0
485,"bar",13,4378,1,0,0,3,2,0,0
486,"restaurant",15,7916,2,2,1,3,0,3,0
487,"restaurant",27,4327,2,0,2,2,0,0,0
488,"bar",17,5686,1,3,1,1,1,1,0
489,"restaurant",33,5050,0,2,0,2,3,0,0
490,"bar",25,6490,1,0,2,4,2,0,0
491,"restaurant",23,5757,1,1,1,2,1,2,0
492,"bar",15,7441,2,1,2,3,1,1,0
493,"bar",7,6474,1,3,2,2,1,0,0
494,"bar",11,7070,2,1,3,0,3,1,0
495,"bar",19,5864,0,0,1,6,0,1,0
496,"restaurant",19,6434,1,0,0,6,2,0,0
497,"restaurant",7,7336,1,2,1,3,2,1,0
498,"restaurant",33,4959,1,2,0,1,1,2,0
499,"restaurant",13,7292,2,4,0,2,0,2,0
500,"restaurant",11,6490,1,1,1,5,0,1,0
501,"bar",31,4311,0,2,0,2,1,1,0
502,"bar",29,4256,0,0,0,3,1,2,0
503,"bar",11,5824,1,1,0,0,4,2,0
504,"restaurant",15,5084,1,1,0,3,0,2,0
505,"bar",23,7091,1,4,3,2,0,0,0
506,"restaurant",15,5662,1,0,1,4,1,1,0
507,"bar",35,6521,0,2,2,1,2,2,0
508,"bar",21,2885,0,1,2,1,0,0,0
509,"bar",25,7069,1,2,2,4,1,0,0
510,"restaurant",13,5717,2,2,1,1,2,0,0
511,"restaurant",31,4402,0,1,3,1,1,0,0
512,"restaurant",33,4351,1,0,0,2,3,0,0
513,"restaurant",25,5835,1,1,1,2,2,1,0
514,"restaurant",13,5638,1,1,1,2,3,0,0
515,"bar",15,6392,0,1,4,2,1,1,0
516,"restaurant",11,4343,0,2,1,0,2,1,0
517,"restaurant",19,4905,1,1,0,3,1,1,0
518,"bar",27,5002,1,2,2,1,0,1,0
519,"restaurant",17,5685,1,3,0,3,0,1,0
520,"bar",29,7996,1,0,3,6,1,0,0
521,"restaurant",13,5913,2,2,1,3,0,0,0
522,"bar",13,7232,3,1,3,3,0,0,0
523,"bar",25,5830,1,0,2,3,2,0,0
524,"bar",33,5011,1,1,0,4,1,0,0
525,"restaurant",13,7899,2,1,1,4,1,2,0
526,"bar",23,6466,0,0,1,4,3,1,0
527,"restaurant",11,7138,1,2,1,3,1,2,0
528,"bar",17,6565,1,1,4,2,0,1,0
529,"bar",13,5034,0,3,1,2,1,0,0
530,"bar",9,5004,0,1,3,3,0,0,0
531,"bar",23,7080,0,5,0,3,1,1,0
532,"restaurant",9,7194,2,3,0,4,1,0,0
533,"bar",13,7229,0,1,3,3,0,3,0
534,"bar",7,6597,0,2,3,3,1,0,0
535,"bar",31,8064,1,1,0,4,3,2,0
536,"restaurant",25,6637,0,4,1,2,1,1,0
