"user_id","recency","frequency","monetary","offer_used","normal_paid_price"
191,18,42,992.56,0,0
192,11,22,251.03,0,0
193,47,64,631.45,0,0
194,10,14,278.46,0,0
195,74,40,719.15,0,0
196,6,65,1768.72,0,0
197,18,47,1195,0,0
198,11,14,245.08,0,0
199,26,28,448.13,0,0
200,53,37,595.56,0,0
201,7,52,546.72,0,0
202,8,42,1041.51,0,0
203,16,37,303.92,0,0
204,20,55,1566.95,0,0
205,21,33,351.35,0,0
206,52,47,1192.3,0,0
207,22,30,508.13,0,0
208,87,62,910.25,0,0
209,13,65,739.3,0,0
210,20,38,681.55,0,0
211,29,52,1236.83,0,0
212,15,42,638.33,0,0
213,11,50,393.93,0,0
214,42,37,451.55,0,0
215,70,41,999.58,0,0
216,8,57,1801.27,1,61.1202370496839
217,31,37,818.59,0,0
218,48,40,557.96,0,0
219,42,26,589.59,0,0
220,27,27,158.15,0,0
221,52,52,627.6,0,0
222,12,51,1421.43,0,0
223,21,85,1641.34,1,112.270733139217
224,11,45,839.1,0,0
225,12,19,544.07,0,0
226,40,57,1394.29,0,0
227,24,28,607.56,0,0
228,26,33,858.05,0,0
229,4,41,664.65,0,0
230,19,23,611.35,0,0
231,0,33,867.37,0,0
232,54,63,1596.17,0,0
233,38,67,1355.79,1,56.6349644066021
234,37,36,263.12,0,0
235,36,35,833.91,0,0
236,72,38,329.6,0,0
237,19,29,481.55,0,0
238,18,48,755.61,0,0
239,28,50,695.26,0,0
240,38,33,904.81,0,0
241,18,32,260.31,0,0
242,54,45,741.87,0,0
243,26,104,2632.17,1,99.8003819265962
244,25,28,528.2,0,0
245,12,20,328.78,0,0
246,2,73,1000.36,0,0
247,17,40,522.92,0,0
248,23,23,413.82,0,0
249,24,28,797.02,0,0
250,34,74,2067.72,1,49.5204304682091
251,28,38,347.29,0,0
252,20,34,696.97,0,0
253,10,26,260.08,0,0
254,12,42,368.21,0,0
255,5,65,1045.11,1,30.6728447863832
256,17,40,1159.03,0,0
257,7,56,1279.24,0,0
258,12,51,1103.71,0,0
259,60,66,1258.05,1,98.5089153315872
260,13,21,170.04,0,0
261,11,21,604.81,0,0
262,14,33,443.44,0,0
263,50,72,619.39,0,0
264,6,51,1008.89,0,0
265,20,145,3628.26,1,65.9273387310281
266,12,61,1620.78,1,35.7482282555848
267,31,49,986.67,0,0
268,45,24,239.39,0,0
269,32,35,479.29,0,0
270,19,41,1192.69,0,0
271,11,55,1308.73,0,0
272,11,52,1035.64,0,0
273,18,53,709.29,0,0
274,47,27,518.37,0,0
275,9,52,1048.1,0,0
276,22,32,719.2,0,0
277,32,56,1218.66,0,0
278,25,49,947.98,0,0
279,12,37,1038.56,0,0
280,13,37,406.66,0,0
281,68,23,756.17,0,0
282,11,41,657.37,0,0
283,14,37,757.31,0,0
284,44,55,806.38,0,0
285,13,37,515.87,0,0
286,24,52,1273.22,0,0
287,36,56,647.55,0,0
288,14,77,1445.74,1,61.8406371950358
289,25,35,457.91,0,0
290,29,47,774.89,0,0
291,8,53,562.43,0,0
292,18,62,1550.93,1,68.0786589876562
293,10,66,1844.47,1,50.1228491666168
294,47,41,620.46,0,0
295,2,60,568.35,0,0
296,24,49,710.13,0,0
297,5,77,1248.87,0,0
298,56,29,623.17,0,0
299,36,56,1503.34,0,0
300,10,64,2032.94,0,0
301,26,28,505.16,0,0
302,27,28,353,0,0
303,19,30,294.47,0,0
304,36,27,278.79,0,0
305,25,43,503.03,0,0
306,17,50,743.01,0,0
307,94,31,496.64,0,0
308,24,50,691.38,0,0
309,16,68,566.95,0,0
310,17,108,1697.96,1,20.9075199449435
311,13,53,491.54,0,0
312,18,58,988.12,0,0
313,91,36,770.27,0,0
314,65,56,1550.01,0,0
315,10,29,319.39,0,0
316,8,33,743.41,0,0
317,29,41,502.71,0,0
318,161,58,1183.35,0,0
319,11,55,910.61,0,0
320,0,30,798.68,0,0
321,22,49,1019.89,0,0
322,7,37,424.45,0,0
323,111,43,1226.78,0,0
324,10,33,718.94,0,0
325,13,27,248.76,0,0
326,15,37,1066.98,0,0
327,26,45,1344.38,0,0
328,15,56,947.08,0,0
329,6,61,1140.89,0,0
330,21,46,680.18,0,0
331,10,49,1458.04,0,0
332,43,26,558.37,0,0
333,45,37,604.67,0,0
334,8,69,1116.83,1,75.1986517101154
335,4,28,276.57,0,0
336,52,24,361.93,0,0
337,53,26,222.56,0,0
338,25,42,892.57,0,0
339,7,46,522.26,0,0
340,15,34,304.2,0,0
341,6,42,777.15,0,0
342,24,81,1027.81,1,67.5528573597595
343,8,66,561.56,0,0
344,17,36,420.98,0,0
345,16,43,1156.79,0,0
346,67,24,555.15,0,0
347,3,25,578.94,0,0
348,12,25,781.83,0,0
349,84,48,561.16,0,0
350,15,39,682.96,0,0
351,16,54,778.45,0,0
352,35,18,410.07,0,0
353,40,40,1103.3,0,0
354,15,36,227.75,0,0
355,50,39,702.85,0,0
356,15,35,472.64,0,0
357,34,67,1950.4,0,0
358,4,19,343.05,0,0
359,148,28,418.01,0,0
360,1,72,768.33,0,0
361,21,32,836.1,0,0
362,17,52,1254.39,0,0
363,15,47,1120.27,0,0
364,16,53,601.83,0,0
365,15,54,590.19,0,0
366,23,38,645.65,0,0
367,18,52,1262.23,0,0
368,13,25,324.91,0,0
369,28,73,2194.25,1,39.2892943954468
370,31,36,659.95,0,0
371,8,65,1353.96,0,0
372,50,20,400.15,0,0
373,44,44,1212.62,0,0
374,20,64,1100.31,0,0
375,18,47,1075,0,0
376,66,55,534.29,0,0
377,28,27,523,0,0
378,25,51,1119.26,0,0
379,31,42,545.72,0,0
380,56,20,389.69,0,0
381,34,55,1517.01,0,0
382,24,44,478.33,0,0
383,9,35,619.15,0,0
384,103,45,1421.63,0,0
385,29,68,746.17,0,0
386,9,61,1461.47,0,0
387,28,66,867.53,0,0
388,35,21,744.28,0,0
389,39,43,430.81,0,0
390,37,62,766.61,0,0
391,34,42,336.55,0,0
392,64,21,354.38,0,0
393,15,54,969.84,0,0
394,59,44,796.7,0,0
395,21,27,302.11,0,0
396,6,55,858.12,0,0
397,57,46,819.06,0,0
398,11,37,614.7,0,0
399,50,29,469.91,0,0
400,60,61,595.04,0,0
401,20,37,753.37,0,0
402,68,37,484.57,0,0
403,16,28,544.15,0,0
404,45,59,1639.5,0,0
405,12,48,1214.16,0,0
406,40,26,177.49,0,0
407,45,46,886.06,0,0
408,2,36,250.56,0,0
409,34,39,1024.39,1,120.921750962175
410,20,42,522.93,0,0
411,2,21,381.13,0,0
412,14,34,1050.62,0,0
413,19,56,935.65,0,0
414,20,38,878.59,0,0
415,16,21,480.13,0,0
416,79,17,421.25,0,0
417,15,41,496.16,0,0
418,29,58,1235.5,0,0
419,10,34,738.71,0,0
420,39,48,704.22,0,0
421,7,53,583.4,0,0
422,20,48,1205.48,0,0
423,15,42,1114.02,0,0
424,20,84,1224.69,1,61.2832485084236
425,12,21,523.94,0,0
426,30,40,640.69,0,0
427,8,82,718.95,1,116.164858983569
428,32,47,820.07,0,0
429,14,71,794.79,0,0
430,79,31,639.18,0,0
431,11,20,272.05,0,0
432,26,51,623.04,0,0
433,27,57,729.04,0,0
434,79,39,1224.32,0,0
435,52,68,1762.21,1,62.8778361095488
436,26,23,605.85,0,0
437,24,57,517.88,0,0
438,16,72,715.36,1,57.0243908393383
439,89,29,540.49,0,0
440,19,78,1895.43,0,0
441,89,38,866.43,0,0
442,13,34,862.09,0,0
443,19,59,817.27,0,0
444,27,44,824.49,0,0
445,16,30,519.95,0,0
446,11,33,875.76,0,0
447,14,41,405.97,0,0
448,6,54,1099.74,0,0
449,95,27,357.53,0,0
450,54,30,543.32,0,0
451,14,77,2171.61,1,115.905871219821
452,6,49,1288.84,0,0
453,18,49,1090.84,0,0
454,6,42,803.65,0,0
455,13,44,595.08,0,0
456,173,24,657.94,0,0
457,16,58,1202.83,0,0
458,24,40,1097.03,0,0
459,11,34,422.95,0,0
460,31,40,1025.19,0,0
461,8,46,964.65,0,0
462,16,32,710.33,0,0
463,10,31,973.44,0,0
464,32,40,699.68,0,0
465,31,29,267.28,0,0
466,14,62,1811.2,1,39.7593362333626
467,39,87,1884.13,1,45.8711630447209
468,9,65,1352.06,1,95.2044939779118
469,29,45,756.68,0,0
470,15,59,1622.43,1,74.0747767942026
471,13,83,1286.95,1,116.266999285072
472,21,28,634.49,0,0
473,95,41,1222.72,0,0
474,14,36,252.16,0,0
475,35,48,711.83,0,0
476,56,71,1611.76,1,50.1843287631869
477,5,68,1723.05,0,0
478,25,36,709.33,0,0
479,12,25,629.26,0,0
480,14,28,368.69,0,0
481,6,34,581.34,0,0
482,4,32,632.54,0,0
483,2,48,517.08,0,0
484,11,26,651.29,0,0
485,36,82,1406.91,1,48.422172948271
486,26,76,977.07,0,0
487,26,73,1025.26,1,48.2124682546779
488,47,39,654.98,0,0
489,14,76,640.89,1,71.2673831506446
490,18,33,466.14,0,0
491,47,61,1335.66,0,0
492,9,42,863.65,0,0
493,11,56,898.73,0,0
494,123,51,1042.49,0,0
495,45,35,535.41,1,39.5332820152491
496,42,25,717.36,0,0
497,57,73,1111.76,0,0
498,21,48,707.33,0,0
499,45,67,1781.14,1,49.7858993617818
500,16,44,1145.84,0,0
501,32,40,1051.4,0,0
502,35,29,781.61,0,0
503,17,59,1597.37,0,0
504,15,46,445.02,0,0
505,38,21,557.67,0,0
506,25,45,1221.44,0,0
507,32,25,270.55,0,0
508,31,12,451.76,0,0
509,19,36,398.33,0,0
510,9,29,823.21,0,0
511,11,27,500.76,0,0
512,27,49,771.96,0,0
513,2,33,692.1,0,0
514,6,29,565.16,0,0
515,23,28,294.15,0,0
516,53,40,869.33,0,0
517,62,66,775.28,0,0
518,17,34,510.22,0,0
519,28,24,251.19,0,0
520,27,41,1048.71,0,0
521,13,57,1135.85,0,0
522,43,55,1131.12,0,0
523,59,43,1081.74,0,0
524,60,53,1455.71,0,0
525,12,63,1436.89,0,0
526,16,44,756.87,0,0
527,16,64,1180.64,0,0
528,11,33,809.25,0,0
529,30,57,1584.76,1,65.628939248845
530,11,22,546.57,0,0
531,12,41,320.88,0,0
532,25,27,543.35,0,0
533,38,26,648.77,0,0
534,15,36,735.47,0,0
535,9,68,1063.62,0,0
536,26,72,1762.48,1,40.9983802261949
537,36,103,1230.29,1,48.7646339246258
538,38,66,1625.54,0,0
539,21,29,506.61,0,0
540,15,37,945.84,0,0
541,37,49,946.13,0,0
542,23,35,395.19,0,0
543,5,38,771.11,0,0
544,36,22,561.87,0,0
545,26,73,1556.3,0,0
546,8,40,1099.86,0,0
547,27,27,477.62,0,0
548,16,51,648.12,0,0
549,5,97,2042.79,1,64.9468586050719
550,27,28,355.75,0,0
551,29,67,987.57,1,70.9511687881127
552,64,41,1121.15,0,0
553,14,53,1576.84,0,0
554,16,38,889.35,0,0
555,9,62,1648.95,0,0
556,40,23,621.56,0,0
557,25,41,663.65,0,0
558,6,15,373.76,0,0
559,9,35,478.08,0,0
560,32,28,509.66,0,0
561,60,38,429.45,0,0
562,4,31,329.7,0,0
563,36,29,429.46,0,0
564,12,63,1579.89,0,0
565,42,34,361.38,0,0
566,12,37,299.88,0,0
567,17,53,873.78,0,0
568,26,66,1905.17,1,49.8276579425856
569,45,52,536.02,0,0
570,9,36,363.26,0,0
571,18,62,1066.34,0,0
572,29,21,310.26,0,0
573,72,52,433.61,0,0
574,12,43,952.01,0,0
575,29,42,1099.38,0,0
576,25,103,2207.93,1,55.1884548415616
577,19,49,843.95,1,66.6096648970619
578,6,34,715.36,0,0
579,66,28,867.6,0,0
580,10,37,359.53,0,0
581,14,30,830.6,0,0
582,36,51,744.45,0,0
583,82,45,1197,0,0
584,27,69,775.46,0,0
585,60,44,910.21,0,0
586,27,32,793.16,0,0
587,17,39,662.83,0,0
588,53,42,531.02,0,0
589,12,32,964.98,0,0
590,29,25,386.7,0,0
591,106,19,262.05,0,0
592,47,77,1950.96,1,34.2393866984546
593,13,54,1560.39,1,72.3184663639963
594,9,26,660.04,0,0
595,1,34,290.49,0,0
596,40,24,440.92,0,0
597,21,41,403.15,0,0
598,85,29,310.97,0,0
599,11,54,1244.36,0,0
600,13,82,1464.79,0,0
601,16,60,537.75,0,0
602,11,30,269.66,0,0
603,20,39,791.1,0,0
604,55,32,334.9,0,0
605,9,39,971.73,0,0
606,3,26,266.58,0,0
607,13,26,545.12,0,0
608,112,41,1271.42,0,0
609,30,41,975.61,0,0
610,35,35,820,0,0
611,51,51,1247.94,0,0
612,31,23,292.8,0,0
613,22,110,1182.3,1,37.8839245837927
614,13,38,534.67,0,0
615,5,29,739.23,0,0
616,111,22,611.24,0,0
617,21,29,778.17,0,0
618,44,40,589.68,0,0
619,34,25,396.74,0,0
620,11,62,835.35,1,43.4597648152336
621,55,29,269.1,0,0
622,14,44,571.81,0,0
623,12,47,1036.69,0,0
624,10,31,419.48,0,0
625,23,29,365.54,0,0
626,8,50,481.49,0,0
627,29,55,635.25,0,0
628,66,43,699.52,0,0
629,81,33,616.73,0,0
630,23,136,1502.85,1,64.283733487241
631,13,22,272.62,0,0
632,76,23,358.11,0,0
633,14,47,525.99,0,0
634,13,42,836.08,0,0
635,34,28,703.71,0,0
636,57,24,469.03,0,0
637,21,35,253.94,0,0
638,15,59,1212.73,0,0
639,13,48,475.15,0,0
640,18,34,602.31,0,0
641,39,38,652.88,0,0
642,34,57,1049.15,0,0
643,53,64,1329.54,0,0
644,24,57,1398.68,0,0
645,16,26,940.17,0,0
646,11,36,610.09,0,0
647,86,46,1154.93,0,0
648,91,71,1652.3,0,0
649,9,42,1033.84,0,0
650,6,49,463.87,0,0
651,81,31,511.16,0,0
652,19,40,1003.9,0,0
653,36,71,1159.65,0,0
654,85,36,382.12,0,0
655,13,43,324.29,0,0
656,96,59,1258.62,0,0
657,0,31,745.19,0,0
658,20,58,1126.81,0,0
659,12,59,1204.36,0,0
660,12,40,855.72,0,0
661,15,42,846.89,0,0
662,19,72,852.26,1,73.7272219659761
663,3,79,1072.01,1,40.1379747274518
664,14,31,651.22,0,0
665,79,17,283.03,0,0
666,13,33,776.79,0,0
667,8,38,619.53,0,0
668,18,33,1056.51,0,0
669,23,51,504.71,0,0
670,21,75,1645.16,1,84.0422129538283
671,16,26,175.47,0,0
672,24,38,605.83,0,0
673,16,44,478.38,0,0
674,26,33,719.6,0,0
675,59,70,873.82,1,48.2752188123018
676,103,29,332.25,0,0
677,63,43,890.9,0,0
678,88,37,913.68,0,0
679,46,32,1049.61,0,0
680,18,26,554.64,0,0
681,15,35,665.57,0,0
682,16,56,1554.9,0,0
683,34,27,622.01,0,0
684,42,31,564.97,0,0
685,45,32,926.2,0,0
686,12,25,738.63,0,0
687,35,41,1308.4,0,0
688,9,32,865.54,0,0
689,11,24,801.47,0,0
690,48,19,312.28,0,0
691,33,54,1358.53,0,0
692,5,53,1633.43,0,0
693,23,74,2036.75,1,56.4547309684753
694,33,28,310.72,0,0
695,46,25,338.17,0,0
696,5,83,2151.95,1,61.7163671425357
697,41,45,1294.46,0,0
698,26,45,903.81,0,0
699,18,49,1379.03,0,0
700,45,26,401.57,0,0
701,35,40,700.41,0,0
702,49,23,643.02,0,0
703,43,35,713.27,0,0
704,14,31,741.59,0,0
705,17,12,401.48,0,0
706,22,59,1119.14,0,0
707,38,63,635.76,0,0
708,102,59,547.04,0,0
709,16,34,447.28,0,0
710,15,56,1562.3,0,0
711,37,103,1420.59,1,120.369283182733
712,65,60,1099.91,1,99.6401082150266
713,21,33,355.35,0,0
714,26,35,548.67,0,0
715,12,55,995.73,0,0
716,13,76,960.58,1,60.4134793879464
717,11,49,625.82,0,0
718,40,45,1137.33,0,0
719,7,31,727.07,0,0
720,31,69,1639,0,0
721,38,34,523.65,0,0
722,34,16,476.66,0,0
723,8,19,284.44,0,0
724,36,23,654.83,0,0
725,23,49,409.54,0,0
726,3,24,722.05,0,0
727,4,35,355.05,0,0
728,25,52,1421.54,0,0
729,53,37,1136.04,0,0
730,31,86,796.05,0,0
731,9,57,958.53,0,0
732,9,42,480.19,0,0
733,32,14,194.77,0,0
734,7,68,599.94,0,0
735,22,35,1140.56,0,0
736,30,63,1181.35,0,0
737,15,60,1578.75,0,0
738,7,31,253.83,0,0
739,19,42,562.92,0,0
740,12,49,709,0,0
741,6,34,510.27,0,0
742,7,43,1355.71,0,0
743,8,92,2217.12,1,68.5723715662211
744,49,93,1280.75,1,62.3982417914271
745,4,21,315.41,0,0
746,137,33,770.71,0,0
747,1,88,2134.3,1,70.6250642444193
748,20,27,341.64,0,0
749,0,45,1158.36,0,0
750,24,55,1187.18,0,0
751,2,52,844.03,0,0
752,31,46,852.03,0,0
753,33,69,1522.55,0,0
754,37,65,1360.86,0,0
755,45,53,1394.74,1,21.5992509972677
756,31,45,894.27,0,0
757,22,75,1201.95,0,0
758,31,52,1180.57,0,0
759,148,39,424.15,0,0
760,48,58,1458.19,0,0
761,8,36,634.19,0,0
762,13,52,744.5,0,0
763,10,42,937.41,0,0
764,53,21,635.97,0,0
765,35,60,881.42,0,0
766,8,48,1114.87,0,0
767,12,48,1502.01,0,0
768,21,39,360.4,0,0
769,61,57,1002.14,0,0
770,10,67,715.28,0,0
771,8,15,391.29,0,0
772,15,33,890.76,0,0
773,6,42,804.19,0,0
774,108,40,903.47,0,0
775,33,58,1037.48,0,0
776,11,71,1359.22,0,0
777,46,64,1485.3,0,0
778,41,49,848.58,0,0
779,11,35,496.76,0,0
780,18,32,909.41,0,0
781,20,55,1285.49,0,0
782,40,100,2811.2,1,84.5636056787521
783,30,45,514.08,0,0
784,42,29,848.5,0,0
785,23,15,245.93,0,0
786,39,38,309.03,0,0
787,31,77,1537.75,1,42.8510052197054
788,42,20,330.97,0,0
789,104,25,402.17,0,0
790,35,42,455.45,0,0
791,36,71,1415.63,1,99.2543582461774
792,29,34,808.92,0,0
793,10,44,632.23,0,0
794,11,40,1194.9,0,0
795,31,47,896.87,0,0
796,13,55,1310.55,0,0
797,14,37,1115.59,0,0
798,48,44,1300.21,0,0
799,31,55,802,0,0
800,18,49,1289.25,0,0
801,5,39,844.25,0,0
802,31,34,747.34,0,0
803,31,78,2264.59,1,84.6752646512166
804,6,57,958.82,0,0
805,14,35,734.26,0,0
806,15,32,980.65,0,0
807,24,36,1144.29,0,0
808,14,94,1927.22,1,63.7538643567637
809,16,42,440.41,0,0
810,18,37,602.95,0,0
811,77,15,250.12,0,0
812,32,17,452.7,0,0
813,16,38,807.39,0,0
814,41,64,689.38,0,0
815,15,34,690.33,0,0
816,11,43,387.22,0,0
817,30,39,546.75,0,0
818,11,69,1139.7,1,57.4029934251308
819,41,28,489.24,0,0
820,121,50,575.89,0,0
821,26,27,438.12,0,0
822,8,46,1251.09,0,0
823,23,39,836.87,0,0
824,13,52,761.26,1,47.6524118271098
825,24,36,573.04,0,0
826,21,27,883.22,0,0
827,25,32,353.32,0,0
828,48,21,361.14,0,0
829,120,45,841.1,0,0
830,93,34,955.05,0,0
831,10,39,924.83,0,0
832,33,40,708.02,0,0
833,7,42,1421.01,0,0
834,0,48,351.43,0,0
835,25,42,1101.11,0,0
836,15,50,1284.8,0,0
837,65,27,665.26,0,0
838,58,46,506.67,0,0
839,13,26,749.43,0,0
840,8,29,1004.32,0,0
841,58,48,1110.69,0,0
842,0,76,2040.62,1,65.4160083494335
843,36,48,1139.02,0,0
844,20,44,599.77,0,0
845,36,75,1098.96,0,0
846,10,32,784.16,1,75.2430753336847
847,45,45,1107.3,0,0
848,9,36,1112.72,0,0
849,6,64,1130.09,1,69.8548192311823
850,12,29,786.85,0,0
851,14,50,1120.62,0,0
852,11,19,179.31,0,0
853,7,44,558.55,0,0
854,115,51,1314.12,0,0
855,7,81,1328.37,1,44.8432777318731
856,38,37,473.89,0,0
857,51,33,550.1,0,0
858,48,54,762.14,0,0
859,40,57,922.83,0,0
860,14,73,1314.08,1,70.1282579135522
861,41,94,2827.75,1,58.8834251407161
862,42,65,1369.48,0,0
863,130,47,591.74,0,0
864,19,22,337.38,0,0
865,47,53,782.33,0,0
866,0,86,2279.75,1,91.4197851904482
867,132,32,736.85,0,0
868,30,90,2270.15,1,55.341051242575
869,23,37,405.39,0,0
870,8,45,430.55,0,0
871,62,40,651.56,0,0
872,17,42,429.07,0,0
873,58,32,534.86,0,0
874,18,56,487.76,0,0
875,6,56,1287.66,0,0
876,6,74,1647.22,0,0
877,20,55,1287.71,0,0
878,7,48,1155.75,0,0
879,17,77,1304.39,0,0
880,16,41,852,0,0
881,10,42,895.6,0,0
882,33,27,454.09,0,0
883,19,36,940.17,0,0
884,4,41,533.76,0,0
885,17,51,1161.58,0,0
886,0,20,339.97,0,0
887,31,22,520.5,0,0
888,19,23,455.24,0,0
889,55,41,715.42,0,0
890,13,37,354.31,0,0
891,15,13,387.9,0,0
892,27,57,958.06,0,0
893,37,28,610.6,0,0
894,2,64,1395.2,0,0
895,10,28,333.12,0,0
896,28,35,658.93,0,0
897,22,50,607.49,0,0
898,19,31,464.94,0,0
899,38,67,1782.6,1,34.480561363399
900,16,46,534.33,0,0
901,69,39,934.08,0,0
902,59,49,443.83,0,0
903,21,52,823.44,0,0
904,13,74,1982.62,0,0
905,15,56,442.51,0,0
906,21,29,236.12,0,0
907,18,61,553.96,0,0
908,18,32,945.99,0,0
909,5,26,659.11,0,0
910,35,67,1837.19,1,64.3071821954101
911,10,84,1007.08,0,0
912,200,68,589.32,0,0
913,38,55,1542.21,0,0
914,83,25,682.18,0,0
915,13,50,982.68,0,0
916,4,48,1076.15,0,0
917,2,52,895.63,0,0
918,28,15,488.36,0,0
919,11,43,816.57,0,0
920,6,70,999.21,0,0
921,36,47,626.62,0,0
922,15,25,408.07,0,0
923,28,46,892.89,0,0
924,17,48,429.42,0,0
925,9,40,1056.73,0,0
926,10,48,1298.77,0,0
927,19,40,796,0,0
928,20,47,1251.21,1,71.8161819529161
929,8,90,2245.25,1,27.5669234107062
930,12,32,890.69,0,0
931,21,50,579.68,0,0
932,41,25,308.48,0,0
933,43,53,1506.3,0,0
934,13,33,724.2,0,0
935,26,45,800.11,0,0
936,17,23,497.05,0,0
